Detect Persistent changes in pattern
=============== Training the model Using Change Point Detection Algorithm===============
=============== End of training process ===============
Alert	Score	P-Value	Martingale value
0	78.34	0.03	0.00
0	79.00	0.03	0.00
0	79.27	0.04	0.00
0	79.06	0.05	0.00
0	78.39	0.06	0.00
0	77.82	0.08	0.00
0	78.06	0.08	0.00
0	79.09	0.07	0.00
0	80.27	0.06	0.00
0	80.96	0.06	0.00
0	80.82	0.07	0.00
0	80.08	0.09	0.00
0	78.72	0.12	0.00
0	76.82	0.16	0.00
0	74.71	0.22	0.00
0	72.92	0.27	0.00
0	71.79	0.31	0.00
0	71.42	0.32	0.00
0	71.69	0.31	0.00
0	72.32	0.30	0.00
0	72.51	0.29	0.00
0	71.87	0.31	0.00
0	70.69	0.36	0.00
0	69.78	0.39	0.00
0	69.57	0.40	0.00
0	69.74	0.39	0.00
0	69.72	0.40	0.00
0	69.30	0.41	0.00
0	68.52	0.45	0.00
0	67.90	0.47	0.00
0	67.47	0.49	0.00
0	67.20	0.50	0.00
0	66.64	0.47	0.00
0	65.88	0.44	0.00
0	64.80	0.39	0.00
0	63.82	0.35	0.00
0	62.94	0.31	0.00
0	62.53	0.29	0.00
0	62.40	0.29	0.00
0	62.26	0.29	0.00
0	61.62	0.26	0.00
0	60.40	0.21	0.00
0	58.79	0.16	0.00
0	57.31	0.12	0.00
0	56.13	0.09	0.00
0	55.18	0.08	0.00
0	54.44	0.07	0.00
0	53.98	0.06	0.00
0	53.93	0.07	0.00
0	53.87	0.07	0.00
0	53.50	0.07	0.00
0	53.00	0.07	0.00
0	52.53	0.07	0.00
0	52.47	0.07	0.00
0	52.56	0.08	0.00
0	52.89	0.09	0.00
0	53.23	0.10	0.00
0	53.56	0.11	0.00
0	53.69	0.12	0.00
0	53.58	0.12	0.00
0	53.33	0.12	0.00
0	53.20	0.12	0.00
0	53.40	0.13	0.00
0	53.71	0.14	0.00
0	54.00	0.15	0.00
0	54.17	0.15	0.00
0	54.38	0.16	0.00
0	54.68	0.17	0.00
0	54.87	0.18	0.00
0	55.18	0.19	0.00
0	55.49	0.20	0.00
0	55.90	0.21	0.00
0	55.84	0.22	0.00
0	55.44	0.21	0.00
0	54.86	0.19	0.00
0	54.44	0.18	0.00
0	53.91	0.17	0.00
0	53.24	0.16	0.00
0	52.38	0.14	0.00
0	51.71	0.13	0.00
0	51.22	0.12	0.00
0	51.12	0.13	0.00
0	51.48	0.14	0.00
0	52.31	0.16	0.00
0	53.39	0.19	0.00
0	54.47	0.22	0.00
0	55.22	0.24	0.00
0	55.70	0.26	0.00
0	55.88	0.26	0.00
0	55.97	0.27	0.00
0	55.94	0.27	0.00
0	55.88	0.27	0.00
0	55.88	0.27	0.00
0	56.03	0.27	0.00
0	56.36	0.29	0.00
0	56.92	0.30	0.00
0	57.77	0.33	0.00
0	58.93	0.37	0.00
0	60.21	0.42	0.00
0	61.53	0.47	0.00
0	62.74	0.49	0.00
0	64.02	0.45	0.00
0	65.18	0.41	0.00
0	66.12	0.38	0.00
0	66.52	0.36	0.00
0	66.42	0.37	0.00
0	65.98	0.38	0.00
0	65.50	0.40	0.00
0	65.10	0.41	0.00
0	65.00	0.42	0.00
0	65.04	0.42	0.00
0	65.27	0.41	0.00
0	65.44	0.40	0.00
0	65.74	0.39	0.00
0	65.99	0.38	0.00
0	66.22	0.38	0.00
0	66.30	0.38	0.00
0	66.56	0.37	0.00
0	66.90	0.36	0.00
0	67.37	0.34	0.00
0	67.86	0.33	0.00
0	68.36	0.31	0.00
0	68.84	0.30	0.00
0	69.11	0.29	0.00
0	69.41	0.28	0.00
0	69.58	0.28	0.00
0	69.78	0.28	0.00
0	69.87	0.28	0.00
0	70.16	0.27	0.00
0	70.77	0.26	0.00
0	71.52	0.24	0.00
0	72.30	0.22	0.00
0	72.94	0.21	0.00
0	73.89	0.18	0.00
0	75.24	0.16	0.00
0	76.73	0.13	0.00
0	77.94	0.11	0.00
0	78.78	0.10	0.00
0	79.86	0.09	0.00
0	81.43	0.07	0.00
0	83.91	0.05	0.00
0	87.10	0.03	0.00
0	90.97	0.02	0.00
0	95.23	0.01	0.00
0	99.56	0.00	0.00
0	103.74	0.00	0.00
0	107.43	0.00	0.00
0	111.13	0.00	0.00
0	115.51	0.00	0.00
0	120.81	0.00	0.00
0	125.89	0.00	0.00
0	129.23	0.01	0.00
0	130.66	0.01	0.00
0	130.89	0.01	0.00
0	129.91	0.01	0.00
0	126.70	0.02	0.00
0	119.91	0.03	0.00
0	110.60	0.06	0.00
0	100.50	0.10	0.00
0	92.77	0.15	0.00
0	87.96	0.19	0.00
0	85.90	0.22	0.00
0	85.18	0.23	0.00
0	86.06	0.22	0.00
0	88.19	0.20	0.00
0	90.62	0.18	0.00
0	92.07	0.17	0.00
0	92.44	0.17	0.00
0	92.89	0.17	0.00
0	93.90	0.16	0.00
0	95.80	0.15	0.00
0	97.99	0.14	0.00
0	99.61	0.13	0.00
0	99.89	0.13	0.00
0	98.90	0.14	0.00
0	97.59	0.15	0.00
0	96.70	0.16	0.00
0	96.69	0.16	0.00
0	98.24	0.16	0.00
0	101.91	0.13	0.00
0	107.46	0.10	0.00
0	113.56	0.08	0.00
0	119.30	0.06	0.00
0	124.32	0.05	0.00
0	129.02	0.04	0.00
0	132.59	0.03	0.00
0	134.94	0.03	0.00
0	135.53	0.03	0.00
0	135.63	0.04	0.00
0	135.08	0.04	0.00
0	134.54	0.05	0.00
0	133.44	0.05	0.00
0	131.87	0.06	0.00
0	129.77	0.07	0.00
0	127.24	0.08	0.00
0	125.19	0.10	0.00
0	123.82	0.10	0.00
0	123.79	0.11	0.00
0	124.34	0.11	0.00
0	124.27	0.11	0.00
0	122.68	0.12	0.00
0	120.61	0.14	0.00
0	119.73	0.14	0.00
0	120.99	0.14	0.00
0	122.71	0.13	0.00
0	123.99	0.13	0.00
0	123.98	0.13	0.00
0	123.69	0.14	0.00
0	123.32	0.14	0.00
0	123.21	0.15	0.00
0	123.11	0.15	0.00
0	122.93	0.16	0.00
0	122.53	0.16	0.00
0	121.63	0.17	0.00
0	120.19	0.18	0.00
0	118.47	0.19	0.00
0	117.39	0.20	0.00
0	117.27	0.21	0.00
0	117.84	0.21	0.00
0	118.06	0.21	0.00
0	117.96	0.21	0.00
0	118.09	0.21	0.00
0	119.08	0.21	0.00
0	120.40	0.20	0.00
0	120.98	0.20	0.00
0	120.42	0.21	0.00
0	118.63	0.22	0.00
0	116.06	0.24	0.00
0	113.26	0.27	0.00
0	110.84	0.29	0.00
0	109.07	0.30	0.00
0	107.10	0.32	0.00
0	104.59	0.34	0.00
0	101.48	0.37	0.00
0	98.67	0.40	0.00
0	96.54	0.42	0.00
0	95.37	0.43	0.00
0	94.76	0.44	0.00
0	93.93	0.45	0.00
0	92.62	0.46	0.00
0	91.03	0.48	0.00
0	89.83	0.49	0.00
0	89.03	0.50	0.00
0	88.00	0.48	0.00
0	86.99	0.47	0.00
0	86.22	0.46	0.00
0	86.54	0.46	0.00
0	87.57	0.47	0.00
0	89.27	0.49	0.00
0	90.91	0.50	0.00
0	92.57	0.49	0.00
0	93.77	0.48	0.00
0	94.87	0.47	0.00
0	95.50	0.46	0.00
0	95.77	0.46	0.00
0	95.91	0.46	0.00
0	96.26	0.46	0.00
0	96.83	0.46	0.00
0	96.92	0.46	0.00
0	96.68	0.47	0.00
0	96.51	0.47	0.00
0	97.20	0.47	0.00
0	98.18	0.46	0.00
0	99.17	0.45	0.00
0	99.44	0.45	0.00
0	99.47	0.45	0.00
0	98.89	0.46	0.00
0	98.21	0.47	0.00
0	97.46	0.48	0.00
0	97.38	0.48	0.00
0	97.74	0.48	0.00
0	98.32	0.48	0.00
0	98.38	0.48	0.00
0	97.84	0.49	0.00
0	96.92	0.50	0.00
0	95.93	0.48	0.00
0	95.14	0.47	0.00
0	94.24	0.46	0.00
0	93.42	0.44	0.00
0	92.78	0.43	0.00
0	92.74	0.43	0.00
0	93.03	0.43	0.00
0	93.38	0.43	0.00
0	93.54	0.43	0.00
0	93.86	0.43	0.00
0	94.29	0.44	0.00
0	94.68	0.44	0.00
0	94.60	0.44	0.00
0	94.37	0.43	0.00
0	94.67	0.43	0.00
0	96.04	0.45	0.00
0	98.22	0.48	0.00
0	99.98	0.50	0.00
0	100.22	0.50	0.00
0	98.53	0.47	0.00
0	95.83	0.43	0.00
0	93.58	0.39	0.00
0	92.59	0.38	0.00
0	92.30	0.37	0.00
Counter: 366
